league,match_id,team_id,team_name,is_home,total_passes,accurate_passes,total_shots,goals,key_passes,tackles,interceptions
Championship,1908353,163,Sheff Utd,False,355,257,8,0,4,16,8
Championship,1908612,27,Watford,True,445,358,17,2,12,11,8
Championship,1908612,171,QPR,False,502,415,13,1,11,15,4
Championship,1908614,175,WBA,False,517,436,17,3,15,12,5
Championship,1908614,199,Wrexham,True,539,441,15,2,13,20,7
Championship,1908644,160,Charlton,True,440,341,12,1,11,16,8
Championship,1908644,163,Sheff Utd,False,323,213,11,0,6,15,7
Championship,1908645,14,Leicester,False,438,348,14,1,13,21,8
Championship,1908645,17,Coventry,True,449,354,19,2,14,15,7
Championship,1908646,158,Blackburn,False,477,367,11,0,9,22,9
Championship,1908646,165,Ipswich,True,441,339,17,3,11,17,5
Championship,1908647,197,Oxford,True,420,259,9,0,6,10,9
Championship,1908647,182,Bristol City,False,470,337,6,0,4,8,8
Championship,1908648,181,Preston,True,398,291,13,0,9,25,12
Championship,1908648,20,Derby,False,400,273,18,1,14,14,11
Championship,1908649,169,Portsmouth,False,444,343,12,1,8,11,8
Championship,1908649,25,Sheff Wed,True,385,276,7,0,5,14,20
Championship,1908650,214,Hull,False,324,223,9,2,9,22,10
Championship,1908650,18,Southampton,True,630,529,22,1,18,11,13
Championship,1908651,96,Stoke,True,612,502,12,0,9,11,7
Championship,1908651,171,QPR,False,236,130,7,0,7,14,7
Championship,1908652,259,Swansea,True,456,341,19,1,13,15,14
Championship,1908652,157,Birmingham,False,469,334,12,1,8,15,6
Championship,1908653,27,Watford,True,460,351,9,0,5,8,5
Championship,1908653,192,Millwall,False,370,263,13,2,8,17,5
Championship,1908655,199,Wrexham,True,561,449,18,1,10,9,7
Championship,1908655,168,Norwich,False,467,363,7,2,7,24,1
Championship,1908547,169,Portsmouth,False,48,32,3,3,3,3,1
Championship,1908547,160,Charlton,True,50,40,0,1,0,1,1
Championship,1908705,199,Wrexham,False,519,418,9,2,8,17,6
Championship,1908705,182,Bristol City,True,526,416,9,2,4,14,7
Championship,1908798,27,Watford,True,435,338,13,3,10,15,13
Championship,1908798,199,Wrexham,False,597,472,8,1,8,14,4
Championship,1908347,214,Hull,True,679,585,19,3,14,11,6
Championship,1908347,197,Oxford,False,242,147,11,2,6,20,9
Championship,1908348,165,Ipswich,True,404,316,14,1,13,12,7
Championship,1908348,18,Southampton,False,396,304,12,1,7,15,7
Championship,1908473,165,Ipswich,False,445,350,18,1,10,9,5
Championship,1908473,21,Middlesbrough,True,423,322,15,2,9,8,10
Championship,1908796,168,Norwich,False,502,409,14,0,12,17,10
Championship,1908796,18,Southampton,True,385,302,9,1,7,20,13
Championship,1908463,157,Birmingham,True,558,429,30,2,20,11,9
Championship,1908463,214,Hull,False,306,199,14,3,11,15,11
Championship,1908466,160,Charlton,True,339,220,12,2,6,17,12
Championship,1908466,25,Sheff Wed,False,500,379,12,1,9,16,3
Championship,1908469,17,Coventry,True,445,323,14,2,10,16,6
